item_sku_id,attr_cd,attr_value_cd
733,82,1208
867,38,2135
230,237,966
921,488,433
728,225,1263
732,243,2283
361,60,4344
81,38,4052
139,554,3206
657,225,1263
897,71,1134
467,718,4696
752,225,1263
296,397,2561
218,225,268
724,752,4
573,526,1263
882,68,554
352,666,1263
493,163,2525
757,68,726
647,55,4329
520,488,433
981,183,614
524,71,2442
313,495,1263
758,179,3959
489,488,433
34,82,1263
503,397,2838
256,183,3190
444,68,2053
905,411,4609
716,492,2113
114,488,433
470,488,433
843,397,1263
537,225,3265
438,492,1263
891,82,1097
355,186,1263
242,183,1263
710,543,681
710,397,1249
598,50,2066
202,60,2157
594,492,541
649,82,2489
386,346,1504
809,492,409
800,55,4328
9,512,1263
533,368,3082
40,765,1435
605,765,1431
31,101,3246
500,382,493
326,390,586
427,492,410
370,183,1263
719,60,4345
176,287,3110
867,38,4776
780,765,1435
457,55,4056
551,765,1435
869,82,1298
446,540,433
402,390,606
402,488,433
284,488,433
822,541,929
254,550,1263
372,492,409
22,531,1263
247,541,3158
848,82,1298
338,82,1661
200,585,3160
935,287,110
850,277,1553
442,224,2273
26,739,2258
93,218,2044
93,82,1298
349,488,433
762,277,3107
138,68,2053
321,492,2113
321,225,268
593,346,1504
589,277,1553
386,390,586
386,368,3082
294,60,68
520,492,409
889,488,433
50,492,409
523,560,1263
189,582,3274
453,568,3235
503,397,1650
472,217,1263
539,82,1208
585,189,796
601,585,681
469,16,879
568,372,4465
267,183,1263
515,60,4061
259,488,433
467,217,4390
854,98,896
990,68,2053
633,885,2265
859,183,4555
828,183,1263
130,368,3082
679,635,3492
573,495,1263
9,283,2088
622,68,488
771,225,1263
930,68,1263
461,55,4770
461,277,1467
352,71,1134
72,68,1263
294,60,4326
221,579,3264
531,492,410
647,430,4045
190,226,1263
577,277,2410
890,397,2561
588,492,409
15,60,4326
176,229,352
852,68,3157
177,225,268
728,50,1255
813,495,1263
205,488,433
155,568,3235
403,555,2274
283,68,2059
737,390,1263
139,82,1298
383,488,433
721,540,433
257,3,4755
688,2,2720
677,68,2068
170,277,4575
8,568,2030
44,68,3261
828,390,1211
547,277,2405
829,50,950
54,22,174
386,550,1263
559,493,2099
451,82,551
80,390,1263
317,217,2598
923,183,3190
902,411,4
14,488,433
85,55,4327
744,487,870
744,488,433
555,551,531
177,580,352
111,537,1263
718,225,1263
823,82,2698
460,541,1584
380,103,152
736,495,1263
581,492,409
601,397,2751
940,71,1134
48,101,2040
411,277,300
582,397,1650
709,563,1263
412,666,653
723,492,1263
954,68,2025
982,50,21
677,251,3260
44,488,433
38,390,4
185,571,1263
101,37,377
228,488,433
385,82,1101
533,397,1650
914,82,698
413,1,2615
332,64,1357
514,50,2066
493,277,66
282,22,3460
434,397,1650
913,82,2489
989,186,477
504,397,2478
821,1,3480
308,82,2489
129,488,1228
528,183,1263
944,488,433
799,390,586
716,495,1263
22,68,1263
155,492,409
988,397,2478
314,397,1249
422,225,1555
857,492,409
200,541,1263
222,182,71
287,437,4
166,529,1263
955,82,1298
76,540,433
321,346,1504
931,183,1263
424,98,140
666,488,433
9,82,1298
584,183,1263
406,495,1263
913,518,1263
838,82,1298
217,770,4089
269,390,4008
775,481,1298
588,68,3222
394,68,527
146,368,3082
98,50,2065
419,493,2100
521,537,2071
120,55,4056
528,390,606
597,492,409
245,277,1263
67,488,433
36,55,4346
36,38,4331
879,488,433
967,225,1263
256,390,586
460,68,1189
512,50,4135
488,225,1825
831,68,1263
275,189,4568
663,225,268
920,225,1825
154,71,1840
794,371,352
76,541,3204
734,488,433
264,55,4327
496,82,2379
908,390,606
931,550,1263
299,495,1263
809,251,2380
965,397,2751
192,885,2265
834,225,1555
504,561,1263
145,534,1953
249,540,433
523,390,1263
189,68,611
964,68,2061
219,751,3469
363,436,206
628,50,4
597,368,3082
12,368,3082
381,492,409
736,68,1263
187,488,433
444,530,3130
601,541,1584
872,492,409
927,492,409
391,82,721
670,492,409
612,37,90
537,68,3261
30,368,3082
818,82,1298
257,386,3470
696,82,1263
292,5,878
875,495,1263
404,397,2848
404,397,2751
60,570,3242
101,50,1071
593,68,487
534,488,433
899,884,4
40,163,2525
511,55,4329
175,505,352
500,382,4282
989,68,1979
167,55,4327
494,397,1650
497,533,1263
744,345,273
121,82,1298
363,237,966
99,726,194
52,492,541
120,38,4053
209,82,1298
901,82,1298
980,277,3482
681,163,1485
784,68,601
403,225,1263
519,11,58
314,540,433
59,545,2106
436,218,2043
200,397,1650
204,68,2024
486,225,268
676,251,2380
700,68,1987
390,225,1230
699,225,1230
686,430,227
734,225,409
264,55,4346
931,225,268
566,101,3246
463,43,339
463,237,966
607,541,1584
413,436,2612
211,225,268
271,38,4776
789,68,2069
890,552,3200
1,1,1525
215,277,4592
108,82,1298
41,550,2051
731,551,531
457,277,183
423,488,433
418,532,2079
140,765,1435
472,346,1263
187,262,1437
295,397,1263
73,60,4325
152,117,4083
905,71,2442
601,397,2848
920,68,4085
412,277,4574
438,390,606
639,250,2759
906,68,3101
708,60,4061
200,493,2099
103,390,3267
170,71,1263
973,730,3854
544,225,268
650,277,30
134,492,409
828,68,487
475,730,3854
900,225,1825
228,492,2113
647,60,4046
494,346,1912
923,346,1504
419,541,1007
551,50,950
487,530,745
409,101,1206
613,277,494
260,82,1298
716,726,194
959,346,1504
432,217,2598
318,382,2905
812,225,268
657,390,1211
395,68,2024
843,397,741
428,22,174
438,82,1298
650,409,2414
478,71,1134
76,368,3082
873,82,699
44,390,1263
871,277,2407
770,488,433
321,726,1263
378,101,2039
9,492,2113
611,37,377
64,492,541
221,225,268
540,390,587
540,183,4555
241,346,987
726,277,3482
249,493,2099
111,183,1263
669,210,1161
886,488,433
342,397,1650
552,68,4085
503,346,987
164,492,409
760,82,1298
572,163,42
950,277,2406
209,68,1263
879,68,1263
446,225,268
557,68,3261
997,225,268
988,397,741
344,68,4361
691,60,68
781,743,4419
304,82,699
579,101,3245
917,1,4046
336,666,1263
197,492,409
684,1,1526
598,225,409
685,212,4
74,368,3082
806,529,1263
589,37,299
774,492,409
228,541,1007
771,218,2044
559,585,681
765,150,4003
993,390,1263
504,560,1263
492,436,203
943,71,2442
665,68,1225
46,68,1980
419,492,2113
230,43,339
944,567,3230
958,37,4194
563,277,1044
802,225,1229
802,488,433
380,50,4135
557,579,3264
295,68,619
582,68,554
334,390,1263
638,68,3225
843,390,3209
961,225,268
743,488,433
708,38,4331
837,666,653
759,68,487
278,448,2729
53,60,1797
825,390,4
264,55,4772
594,346,987
228,585,3161
72,390,1263
776,71,2442
317,505,1559
167,38,2135
504,397,741
494,493,1263
297,277,31
966,488,433
271,277,1468
458,633,3485
120,430,4045
627,71,1135
82,666,1263
203,224,2273
549,397,1650
941,68,487
365,581,1263
750,68,2031
592,492,409
538,346,987
691,38,2135
125,60,2102
148,225,268
843,82,1298
347,68,3944
450,3,992
88,183,1263
982,64,3947
579,371,352
173,225,3265
462,658,4
724,68,3944
600,68,3225
600,562,544
900,101,914
803,411,4609
993,68,487
277,492,410
981,488,433
846,390,2184
331,762,4009
324,371,1559
171,346,1263
731,183,1263
34,68,1263
820,6,3955
207,82,1298
316,82,1298
763,397,1650
994,530,1263
375,68,2024
499,277,1553
448,382,4282
92,68,3279
411,277,1467
411,1,4046
208,68,3102
885,550,2051
818,492,409
561,82,1298
346,488,433
676,68,2068
854,154,900
138,492,409
321,488,433
573,225,1263
128,225,1825
341,68,2056
341,50,2065
622,550,2051
993,495,1263
647,55,4055
227,492,409
726,277,4281
492,437,2613
507,243,2274
52,82,1298
741,38,4331
320,493,2100
728,368,3082
16,430,4045
967,390,586
446,397,2561
75,37,2115
601,397,1504
153,873,1383
290,224,2273
455,183,3259
246,488,433
848,368,3082
302,37,37
257,179,3959
486,390,1065
652,872,43
13,68,3178
26,11,58
60,68,2025
10,437,138
983,488,433
807,567,1263
800,55,4327
40,277,494
647,60,4061
814,217,2598
342,346,987
373,55,4056
760,495,603
587,390,1263
587,225,268
472,541,1007
444,492,409
979,277,213
693,765,1431
575,38,4331
347,750,3951
368,183,614
817,225,1825
865,492,409
166,531,1263
875,82,1298
431,68,3261
265,68,527
658,1,1526
609,570,1263
62,526,1263
192,109,1334
928,633,644
504,543,3219
440,390,2062
936,277,4589
353,488,433
83,534,1263
634,346,987
132,390,586
715,237,967
487,68,2053
778,242,987
460,397,1650
946,18,981
687,101,914
578,567,1263
585,189,4447
585,189,4568
548,492,409
163,634,3488
338,545,601
919,390,586
550,71,1840
752,551,1263
404,505,1559
573,68,3101
341,488,433
807,82,1298
800,60,4051
282,751,4039
965,397,891
221,390,1065
757,225,268
647,38,4331
504,540,433
206,224,2273
890,68,3221
523,397,2751
555,390,1214
363,437,4
758,3,4756
985,488,433
212,183,1263
962,568,3235
763,492,410
866,243,883
960,68,2067
254,390,618
226,37,37
365,183,613
582,346,987
443,570,3243
904,437,137
844,550,2051
200,346,1912
257,765,1431
688,765,4690
982,751,3386
8,488,433
65,101,1206
595,261,4599
345,18,981
978,386,3470
90,488,433
29,513,2081
771,531,1263
810,770,4089
175,68,1189
389,542,3980
440,50,2065
814,50,2099
401,68,1263
820,750,3952
820,751,3469
896,224,2273
551,751,3957
551,752,4516
295,397,891
51,50,1071
527,68,678
519,765,1435
568,37,180
654,101,3192
546,68,4085
515,60,4046
537,579,3264
208,82,1298
575,55,4328
465,68,3101
671,368,3082
359,11,2344
188,82,779
580,225,268
298,277,4587
917,55,4056
544,68,3089
865,518,1263
788,666,1263
560,481,1298
713,409,2414
477,550,2051
598,584,1263
685,163,1485
594,488,433
605,378,2539
317,397,2838
277,68,3178
664,277,4606
303,82,1298
14,550,3189
243,495,1263
419,488,433
855,277,2915
597,488,433
207,183,613
381,68,1225
564,390,586
994,488,433
581,540,433
295,397,3213
952,6,81
254,218,680
432,492,2113
94,183,614
812,82,1298
114,186,477
690,183,3258
436,530,3130
730,225,1230
481,43,339
790,543,3160
561,68,2025
33,50,3596
56,82,1298
195,493,1263
183,38,4774
296,368,595
735,495,603
679,277,3482
900,371,1559
49,570,1263
573,531,584
800,60,183
11,518,1263
965,368,3082
434,541,1007
227,225,1263
619,38,4052
971,488,433
890,225,268
744,481,1298
852,397,3159
820,378,2539
697,551,531
503,397,1504
587,561,1263
703,390,1263
613,277,67
831,492,410
716,82,1298
114,495,603
602,50,2550
417,225,2113
707,103,3269
436,488,433
42,68,3104
325,82,1298
280,82,1298
287,43,339
854,277,62
356,50,2066
312,488,433
321,390,1263
593,82,1298
49,571,1263
880,183,3149
556,277,4587
620,225,1825
116,68,727
733,225,1263
887,1,2199
123,770,4090
503,505,1559
142,37,37
711,408,1497
106,346,1504
435,225,268
73,38,4047
952,426,54
670,549,1263
969,71,652
421,505,1263
575,60,4326
280,488,433
712,210,1162
973,635,3492
651,225,1263
210,186,1263
343,888,2085
734,50,2065
74,225,268
970,633,644
493,633,644
211,68,3226
923,225,268
111,492,1263
285,277,4606
300,277,30
415,163,2525
732,225,268
460,492,2113
948,82,1298
247,493,2099
754,488,433
403,492,1263
392,82,551
602,765,1435
941,225,268
518,68,4464
657,550,1263
334,726,194
857,567,1263
868,1,1433
250,277,1403
973,633,3484
917,38,4331
86,163,2525
495,261,4599
974,488,433
934,488,433
900,518,1263
133,183,3190
251,43,339
993,218,680
277,550,3189
374,492,409
249,492,541
815,218,2043
398,518,1263
89,568,1263
433,225,1230
179,488,433
867,38,4775
816,368,3082
446,82,1298
109,346,987
613,277,3483
149,495,1263
804,277,4591
808,101,3192
654,82,1298
657,397,2838
382,68,3280
267,225,409
575,55,4055
257,765,4690
292,64,3947
875,551,1263
673,390,586
404,50,2099
475,277,494
475,633,3485
130,225,1263
735,488,433
312,183,612
610,565,549
674,225,268
978,751,2125
476,277,2406
39,38,4052
605,16,880
768,633,3485
160,154,900
116,488,433
981,534,610
14,346,1504
157,540,433
506,488,433
820,765,1540
457,38,4774
309,71,2442
564,368,3082
212,492,409
20,770,1263
992,105,2450
454,38,2135
454,1,4326
365,68,2092
365,82,1298
653,372,4229
450,37,2749
848,540,433
562,19,2525
832,82,1298
710,397,2751
404,585,681
636,163,2525
10,43,339
24,68,1189
931,390,1263
694,37,4127
584,492,409
607,488,1228
72,526,1263
406,550,3189
105,390,3267
783,765,1435
253,16,880
274,408,1462
497,82,1298
50,225,268
555,397,2751
555,397,2838
219,179,3959
176,488,433
572,757,26
958,60,3859
27,18,981
901,390,586
337,101,914
910,408,1463
488,82,4092
254,495,1263
81,38,4331
403,488,433
548,68,1225
721,225,268
325,492,409
259,68,2061
747,38,4053
677,183,230
696,488,433
292,378,2539
870,38,4774
829,5,878
447,224,2273
864,548,3187
228,217,1263
536,101,3246
914,186,1263
833,488,433
757,82,1298
993,726,194
814,346,468
702,584,600
489,68,3178
813,225,1263
329,38,4774
802,492,409
319,718,4696
78,585,681
582,397,2848
925,68,694
429,225,1825
982,3,4754
33,37,236
76,68,2789
735,103,4348
931,346,1263
378,492,409
161,68,1263
970,635,3492
811,452,4
317,368,1263
683,242,987
726,730,644
619,55,4329
852,540,433
521,390,606
52,68,3102
498,149,105
867,38,4052
457,55,4770
503,50,2100
572,542,3981
587,397,1263
879,534,1263
142,60,2530
444,488,433
905,210,1162
81,55,4771
168,666,653
739,82,1263
139,397,2478
637,22,174
174,68,1263
351,770,1263
655,488,433
700,410,1263
68,225,1263
475,635,3492
594,243,2283
28,37,13
666,68,3227
451,138,1263
514,225,409
317,585,681
387,488,433
555,183,3190
108,540,433
528,537,1263
958,60,2757
564,492,409
329,126,4045
525,570,1263
418,225,1263
375,492,2113
110,103,151
432,495,1263
153,875,4570
22,225,1263
812,532,3133
842,150,4003
200,397,1504
200,397,2751
88,68,2067
832,550,3189
870,55,4327
404,493,2099
343,225,409
829,179,3959
978,750,3952
64,68,2053
326,492,409
928,634,3487
660,390,2062
665,152,1017
523,397,891
797,551,3194
414,492,539
324,518,1263
376,518,1102
453,68,2024
453,488,433
628,390,4
758,386,3470
186,925,4781
760,183,3258
958,60,3857
354,68,1263
518,225,1825
843,560,2790
257,20,2119
973,277,494
158,204,1028
795,82,1298
875,225,268
955,68,2059
870,126,40
390,82,1298
210,488,433
840,495,1263
491,68,1189
682,492,541
299,217,1263
288,765,1431
62,225,1263
746,488,433
239,680,3208
241,217,1263
277,488,433
504,68,2788
89,571,3244
780,378,3956
162,68,533
597,551,3194
740,740,1430
572,542,3980
813,68,1263
587,540,433
967,397,1504
140,952,4932
527,82,1298
454,55,4056
397,71,1135
737,82,1298
125,225,539
608,101,914
848,498,608
474,225,413
350,371,352
364,68,1225
937,488,433
699,368,3082
491,217,2598
779,183,1263
321,183,1263
931,726,194
727,924,71
864,68,1418
228,346,987
880,368,595
611,37,236
746,68,2053
529,225,409
814,68,554
520,225,3287
634,217,2600
503,397,2848
614,68,487
777,488,433
813,50,4
258,82,1298
289,541,3218
73,60,4046
81,38,2135
379,551,3195
637,37,299
709,68,3225
148,558,3217
723,225,1263
708,55,4055
562,255,4
323,55,4770
327,492,410
345,409,2414
431,225,1263
264,277,1468
24,346,987
566,82,2489
617,185,1003
277,368,3082
664,884,2449
271,55,4056
783,277,494
971,390,1263
695,225,268
665,909,1263
401,492,409
661,183,1200
394,513,2086
132,488,433
373,38,4047
468,579,3264
123,68,4085
921,68,2068
446,498,3198
732,515,3081
473,390,1213
736,50,4
994,529,1263
784,225,409
912,225,1263
168,71,1135
150,518,1263
538,217,2604
63,217,1721
96,68,3250
781,15,4059
616,82,1263
917,55,4770
449,666,1263
673,68,743
76,82,1298
210,492,409
491,368,3082
806,526,1263
668,397,2838
128,371,352
800,55,4056
533,492,410
791,224,2273
116,390,1263
981,68,3098
253,752,4033
678,18,981
780,2,2720
329,277,1468
763,488,433
736,82,1298
952,275,4628
455,82,1298
97,218,680
657,397,2848
429,82,2489
428,277,1553
293,38,4052
347,752,3953
891,390,1742
700,517,3086
684,2,148
60,488,433
10,1,2616
496,68,3226
895,153,954
321,550,1263
807,571,1263
882,488,433
175,492,541
95,163,1531
213,409,60
213,18,981
156,382,4685
303,568,3235
468,225,268
996,43,339
614,726,1263
289,397,1263
487,492,541
460,346,1912
295,541,3204
482,38,2135
716,488,433
721,82,1298
148,557,3220
515,38,4052
347,378,3956
450,60,3858
400,492,409
495,882,1016
404,217,2603
130,390,4
24,493,1263
333,129,685
128,82,2489
800,60,4050
559,488,433
159,101,914
413,237,966
791,277,4574
838,68,1263
726,765,1431
815,492,409
15,60,68
219,750,3951
942,277,4281
414,225,1263
718,82,1298
741,38,2135
357,37,2749
816,68,2053
209,526,1263
623,408,1497
962,492,413
967,397,2848
460,585,681
367,492,409
361,55,4054
675,68,2068
254,183,1263
957,71,1134
391,488,433
66,382,493
66,382,4025
421,397,1650
42,287,783
214,518,1263
257,750,3952
304,362,477
759,225,268
292,2,2720
865,68,4086
477,82,1298
828,551,3191
264,126,4045
130,68,2053
806,495,1263
161,390,605
970,730,3854
385,225,542
199,60,68
317,493,2099
160,98,896
814,368,595
370,390,588
999,277,4607
177,492,540
741,55,4770
4,584,1263
820,2,2720
697,488,433
947,368,3082
813,488,433
785,261,4599
959,390,586
150,82,2489
549,541,3288
602,6,3955
721,558,3217
753,60,1797
421,368,1263
486,579,3264
65,68,1418
651,530,3130
195,505,1263
404,397,1650
491,397,1650
679,765,1431
668,397,2751
934,225,268
545,277,2406
931,551,1263
348,68,3255
128,68,2572
978,5,879
714,579,3264
574,488,433
427,346,987
262,488,433
370,82,1991
271,55,4770
271,55,4773
190,512,1263
618,390,4
964,488,433
953,225,1825
78,68,1263
527,390,1263
150,101,914
443,68,2025
267,488,433
231,22,3892
747,430,4045
200,82,1300
562,254,1406
712,71,2442
477,183,3190
734,390,2062
87,346,987
800,38,2135
533,505,1559
930,101,914
282,170,3459
241,493,1263
647,55,4056
975,68,1263
853,71,2442
79,488,433
234,487,870
69,390,4
555,397,1504
634,493,2099
132,68,3282
342,397,2751
855,98,4
697,183,1263
944,570,1263
311,37,149
311,372,2428
18,868,209
379,68,487
59,548,3188
569,82,1298
676,535,3138
21,1,3480
801,550,2051
323,1,4326
467,185,1005
686,163,1485
659,50,1071
296,68,3221
839,277,30
312,68,3102
47,225,268
807,570,1263
559,68,2048
317,225,2113
211,101,2041
253,6,3955
695,492,409
603,183,614
466,225,1263
266,18,981
61,68,1356
108,492,409
489,492,410
777,492,409
16,55,4328
446,346,1910
295,397,1249
912,492,409
754,82,1298
454,38,4331
773,872,69
670,101,3193
693,277,3482
280,550,1263
977,183,1263
982,179,3959
351,101,914
633,71,2442
349,82,1298
933,488,433
543,430,227
643,885,4
668,68,554
341,82,1298
914,346,1984
396,368,3082
607,397,2848
11,68,4464
493,277,3481
408,882,1016
989,82,699
576,390,2064
814,541,1007
520,251,75
479,368,3082
886,390,1211
457,126,40
289,225,2793
866,138,1263
402,68,1263
73,60,68
482,277,1467
375,488,433
831,488,433
831,495,1263
226,142,144
22,82,1298
805,82,1298
135,50,1071
97,225,268
743,68,3227
708,38,2135
712,277,4606
355,183,614
865,225,1825
173,390,1065
477,346,1504
679,163,2525
248,531,584
9,226,1263
622,368,3082
72,225,1263
965,540,433
786,277,2406
890,540,433
986,68,938
189,488,433
555,390,1263
61,101,914
887,237,966
867,55,4771
867,924,12
921,535,3140
209,225,1263
36,38,4774
849,50,1250
910,409,2415
254,346,1263
432,68,554
392,68,1263
139,541,3218
136,488,433
238,71,2443
63,488,433
751,183,614
891,183,1263
906,488,433
562,275,252
580,68,1225
580,540,433
183,38,2135
795,492,409
278,449,2463
281,22,174
700,243,2274
197,82,1298
598,488,433
264,55,4771
312,534,1263
138,82,1298
133,550,2051
803,885,2265
294,55,4329
244,390,586
406,68,2075
156,212,2908
923,368,3082
846,225,1952
890,82,1298
929,277,2408
219,752,4516
55,566,2027
628,492,409
179,225,268
780,68,3944
836,237,965
329,38,2135
289,397,2751
802,68,2034
581,82,1298
754,492,2113
397,666,4579
391,68,3092
91,382,4282
582,82,1975
729,225,1229
325,570,1263
200,397,2838
426,22,3894
368,68,3098
801,390,1263
794,82,2489
323,55,4771
990,225,1263
919,225,268
166,530,1263
44,492,409
232,101,3246
101,50,3945
839,409,2414
558,68,2031
28,103,152
978,16,880
39,60,4049
9,68,527
533,541,1007
882,346,1263
70,68,4697
360,50,1250
117,492,409
227,390,586
726,633,3484
923,390,586
702,488,433
999,884,4
176,152,1413
398,225,1825
41,225,1263
669,71,2442
554,37,2719
728,492,409
67,346,1263
362,68,2056
946,409,2414
319,488,433
687,492,409
187,487,2942
716,390,1263
286,277,2438
114,68,536
940,224,894
66,382,4685
208,492,409
743,82,1298
743,571,1263
325,567,1263
280,726,1263
977,550,1263
250,71,1230
250,666,654
579,68,4352
919,346,2838
700,225,268
197,346,1504
699,726,194
296,225,1230
134,68,2053
766,50,1242
931,488,433
471,277,46
80,492,410
271,277,1467
253,751,3469
234,487,2943
618,225,539
991,68,4359
255,225,268
419,346,468
717,182,12
141,488,433
887,436,203
613,163,2525
578,568,1263
601,68,554
716,68,3178
81,924,12
184,277,4
379,225,1263
549,50,2099
139,368,3082
411,38,2135
382,390,587
30,488,433
708,60,4049
982,386,3472
1000,277,675
225,183,614
990,492,409
137,277,4281
26,17,97
197,488,433
752,495,1263
404,397,1504
87,585,3219
636,633,3485
643,71,2442
720,277,4600
864,546,2107
622,488,433
914,138,1263
62,495,1263
194,765,1435
40,635,3492
40,633,644
389,757,26
241,585,681
326,183,3190
647,60,4050
619,430,4045
665,185,1005
744,487,2301
526,390,1263
177,68,3261
985,50,2065
503,397,2751
614,550,1263
209,368,595
212,551,742
836,1,719
36,277,1468
371,225,2113
869,225,268
409,546,3182
994,368,3082
254,492,409
247,585,3160
135,103,151
139,397,1263
940,277,670
382,488,433
982,378,2539
918,68,2067
322,103,152
674,495,603
876,225,409
970,277,3481
810,82,4092
62,390,586
40,277,21
617,217,4390
326,225,268
838,50,2066
50,101,2039
243,346,1504
555,492,409
938,163,1485
209,530,3130
473,68,487
205,346,1504
866,68,1263
109,68,1189
959,68,487
949,43,2621
66,382,2906
842,142,1533
670,68,1418
275,189,4566
393,150,4002
291,82,1097
868,1,1524
837,71,1135
474,68,419
323,55,4772
984,533,3136
651,488,433
263,390,586
404,488,1228
819,633,644
223,225,1825
536,68,1263
609,68,2025
913,101,914
227,368,3082
726,277,21
726,163,2525
821,277,3479
497,68,1263
401,82,1298
129,390,586
15,38,4052
219,20,2119
144,101,3192
942,730,3854
526,579,3263
300,18,981
354,82,2489
279,163,1485
435,534,2079
472,397,1650
687,225,1825
149,82,1298
754,68,1263
150,371,352
124,183,3190
549,397,2848
455,488,433
470,390,586
548,498,3198
767,409,2414
154,224,2273
544,82,551
752,68,529
404,368,595
679,634,3489
496,565,545
321,368,3082
223,68,3252
800,60,68
989,225,268
902,885,134
645,71,1134
632,277,1553
23,579,3264
588,557,3220
7,50,2065
15,430,4045
1,1,1524
507,488,433
867,38,4774
944,68,2031
487,390,605
992,37,149
480,506,3051
81,277,183
737,368,3082
483,666,4581
499,22,174
739,368,3082
927,225,268
892,277,30
548,397,2561
518,82,2489
136,225,268
546,518,1263
693,277,3481
730,581,3273
764,149,105
596,488,433
278,448,1263
633,277,4606
462,658,3579
270,570,1263
694,60,2531
584,225,1263
559,346,1912
40,277,3482
514,390,2064
768,277,21
619,55,4327
815,390,1263
129,397,2838
127,68,1263
991,225,1825
143,163,2525
793,71,2442
526,580,352
171,68,487
120,38,4052
457,38,4331
320,492,2113
258,488,433
830,277,30
36,1,4326
488,518,1263
773,189,4568
657,397,1263
148,82,1298
537,580,352
653,37,149
347,64,3947
857,568,1263
883,68,4034
977,726,194
335,50,1071
688,16,880
561,567,1263
779,536,1263
656,82,1208
131,103,152
978,179,3959
248,82,1298
159,68,1263
451,186,1263
72,538,1555
726,635,3492
85,38,4777
46,186,2403
503,585,3161
67,390,1263
36,55,4773
692,488,433
94,186,1263
549,68,554
48,68,3226
314,397,2478
97,492,409
843,397,2478
883,106,152
747,60,4061
112,390,1263
832,68,3178
873,68,1980
987,82,1298
510,437,4
232,68,1263
24,488,433
858,68,1263
138,488,433
39,38,4053
511,38,4331
517,68,3098
427,217,2603
975,390,587
369,18,981
253,64,3950
846,82,699
266,409,60
219,68,3944
313,225,1263
468,580,352
4,68,1263
947,346,1294
760,68,3257
921,225,1263
67,68,1263
587,541,3204
587,397,2751
256,346,2848
907,68,4362
107,149,105
613,730,3854
959,368,3082
22,488,433
739,225,1263
66,163,1485
383,68,1263
637,103,383
608,371,352
334,68,488
436,82,1298
467,68,1225
137,730,3854
74,548,3187
77,82,1298
328,277,2410
965,68,621
834,390,1263
834,218,2026
768,277,494
427,397,1650
846,68,939
190,514,352
83,225,1263
769,114,735
479,82,1661
324,225,1825
373,38,4331
758,6,3955
357,3,991
711,18,981
367,68,3222
187,487,1914
692,82,1298
601,397,1650
18,869,4560
602,64,3947
941,390,1263
721,397,2561
518,518,1263
707,68,3257
671,488,433
857,488,433
174,488,433
13,82,1298
633,884,2418
76,397,741
987,390,1065
321,68,487
641,277,2410
864,368,595
930,492,409
611,103,152
605,750,3952
803,71,2442
294,60,1468
889,225,1263
591,82,1298
271,1,4046
331,68,4007
852,543,3162
458,277,3482
758,752,4032
468,488,433
171,488,433
120,60,68
740,11,2343
381,368,3082
256,551,1263
205,68,3203
409,548,3187
613,635,3492
260,495,1263
147,68,1263
469,275,4628
612,60,4343
925,368,3082
30,531,584
30,492,409
885,183,3190
918,390,607
851,60,72
501,103,56
759,550,3189
917,55,4771
86,765,1431
327,580,352
166,488,433
752,82,1298
491,488,433
908,68,1263
471,277,63
389,163,42
540,488,433
989,196,3084
167,38,4052
504,82,1298
571,666,653
976,163,2525
797,488,433
689,277,2421
268,71,2444
433,558,3217
313,550,1263
628,495,1263
867,277,300
985,82,1298
572,758,3976
279,765,1431
372,68,2024
693,277,494
174,225,1263
883,378,4038
844,551,1263
676,183,3148
323,924,12
68,183,1263
724,2,2720
931,492,409
248,390,606
584,82,1298
622,492,409
70,225,1825
294,38,4052
156,149,112
326,551,3194
660,68,3279
520,68,2069
249,225,1263
129,585,3219
313,183,3190
313,368,3082
886,492,2113
597,225,268
423,183,614
371,152,1263
106,225,268
992,22,2724
613,277,4281
488,492,409
295,397,2478
894,277,2409
582,397,1504
148,397,2561
148,540,433
781,117,4647
696,225,268
832,225,1230
173,68,3261
673,368,3082
93,50,2065
475,277,4281
685,163,1531
605,6,29
11,225,1825
574,390,606
221,488,433
244,82,1298
768,635,3492
599,1,523
504,397,2751
814,397,2848
783,277,21
976,204,1028
143,37,45
824,183,3190
452,68,1263
932,558,3217
887,43,339
357,374,2253
209,488,433
107,150,4003
482,277,300
18,39,4559
988,68,1263
691,38,4331
443,492,542
663,495,603
729,492,541
428,37,299
667,488,433
351,492,409
633,109,4611
76,397,1263
364,498,3199
322,37,236
299,68,2048
617,152,667
221,82,1298
167,60,4046
492,1,2615
915,565,545
14,68,2073
789,390,1263
741,55,4771
820,50,950
614,346,1504
279,212,2909
94,68,611
379,183,3190
670,545,601
690,68,3257
166,492,409
516,50,4
477,368,3082
410,390,590
933,492,409
956,29,1115
668,225,410
800,38,4331
511,55,4055
511,60,4049
239,397,4622
317,488,1228
647,60,4048
890,492,409
523,554,1263
189,533,1263
628,531,1263
572,34,981
525,568,3235
205,492,410
149,368,3082
539,526,3123
155,488,433
81,38,4774
654,368,3082
382,183,1263
125,82,1298
436,492,409
708,60,4051
32,567,3230
323,38,4775
225,582,3275
292,20,2118
183,277,300
937,225,268
916,68,3686
983,68,1263
218,82,1122
138,526,1263
133,488,433
49,82,1298
378,562,1263
607,397,1650
194,11,2913
514,82,1298
683,481,1298
370,68,1263
821,765,1431
121,492,409
15,55,4329
89,492,2113
177,488,433
313,551,1263
583,55,4055
780,179,3959
